harmony_enabled,harmony_ran,harmony_skipped,skip_reason,batch_key,n_batch_groups,batch_groups_preview,basis,basis_shape,adjusted_basis,adjusted_basis_shape,risky_batch_key_warning
True,True,False,,individualID,46,R1924801; R8329066; R3292822; R6370138; R4260171; R9880904; R6312023; R4637403; R4174623; R5031238; ... (46 total),X_pca,"(4255, 50)",X_pca_harmony,"(4255, 50)",
