cluster,gene,rank,score,logfoldchange,pval,pval_adj
3,FGD4,46,28.050457,3.8779314,3.9435509063398315e-173,7.1999960606456285e-171
3,ZFHX3,47,27.89917,3.746188,2.7305907100063263e-171,4.8154587759759294e-169
3,MGAT4A,48,27.698769,3.942573,7.224728169166235e-169,1.2187017006227261e-166
3,RBM47,49,27.694317,6.954357,8.173970999694693e-169,1.3639984510135692e-166
3,FLI1,50,27.627018,7.2744274,5.271659768232301e-168,8.703285951403945e-166
3,ARHGAP22,51,27.497059,3.8613677,1.9036882819453815e-166,3.1098250997379346e-164
3,CD74,52,27.371628,7.402104,5.970866374089228e-165,9.552770645308323e-163
3,TBC1D22A,53,27.288532,2.922014,5.803034543286035e-164,9.005729307725598e-162
3,SH3RF3,54,27.066858,3.628906,2.4189529526034737e-161,3.575212463947934e-159
3,DENND3,55,26.88839,5.1360598,3.002354635634807e-159,4.197616359496988e-157
3,ABCC4,56,26.763508,5.1575527,8.598009951990771e-158,1.1808187296012811e-155
3,RCSD1,57,26.661905,6.5948296,1.3024370922940018e-156,1.7275659175479156e-154
3,MED13L,58,26.416613,1.9875337,8.830359105892554e-154,1.1325482889615418e-151
3,RIN3,59,26.390984,5.6116548,1.7389029352807873e-153,2.1939865571237837e-151
3,IKZF1,60,26.368254,9.095434,3.1699635700654893e-153,3.904338463797328e-151
3,LPCAT2,61,26.321829,5.524055,1.0789443761025759e-152,1.2979951761810758e-150
3,DIAPH2,62,26.266367,3.1256301,4.647749261654938e-152,5.548340060894076e-150
3,SLC9A9,63,26.080853,2.7919922,6.012562260278579e-150,7.122820894447577e-148
3,SMAP2,64,26.01204,3.9410377,3.61930337039279e-149,4.2231555642951657e-147
3,SP100,65,25.85238,6.8381042,2.2877139040145944e-147,2.6298542278816658e-145
3,PICALM,66,25.738445,2.2920282,4.3420142168978065e-146,4.9546851935321365e-144
3,DISC1,67,25.721703,3.7594829,6.684698135403269e-146,7.572250391483456e-144
3,LYN,68,25.687834,5.892631,1.5985670950404764e-145,1.7976929527487792e-143
3,C3,69,25.620024,7.042328,9.128115700343106e-145,1.0191311334793142e-142
3,LY86,70,25.49088,7.536803,2.488189359072963e-143,2.7193106101023464e-141
3,MBNL1,71,25.483473,2.1129768,3.0059906510833577e-143,3.2622355884029806e-141
3,MYO1F,72,25.348307,6.8790026,9.381308689138854e-142,1.0040588244603162e-139
3,MAML2,73,24.853022,2.864026,2.3985330156397748e-136,2.432864958804815e-134
3,SKAP2,74,24.827677,4.0782323,4.506066058988256e-136,4.540885660353166e-134
3,BLNK,75,24.710144,8.272708,8.320511751368013e-135,8.330711088353561e-133
3,FOXP2,76,24.60983,5.0768337,9.914043703936371e-134,9.799748040852773e-132
3,HCLS1,77,24.394331,7.2412257,1.9642796522083014e-131,1.8933947778025235e-129
3,PTPRE,78,24.39149,2.8387384,2.1054890681587704e-131,2.0169805462195038e-129
3,PAG1,79,24.340101,3.42667,7.37999285785888e-131,6.983543241531216e-129
3,NFATC2,80,24.316956,6.054261,1.2972663576939651e-130,1.2201379760637968e-128
3,TLR2,81,24.110758,7.777143,1.9278969813377348e-128,1.7808948365107323e-126
3,CMIP,82,24.064274,2.355481,5.918038601475845e-128,5.4344402991895645e-126
3,CPED1,83,23.970343,6.7125063,5.670607642991005e-127,5.146325146875871e-125
3,SAT1,84,23.747665,3.4124608,1.1614887170839106e-124,1.0419158034927865e-122
3,KCNQ3,85,23.650362,2.8958063,1.1702218602053788e-123,1.0260267259054956e-121
3,PREX1,86,23.624166,2.6866112,2.176035877735486e-123,1.8971854374481466e-121
3,PIK3R5,87,23.478184,8.280703,6.815261132112387e-122,5.908717179287829e-120
3,GNAQ,88,23.296515,1.549013,4.8089873550272264e-120,4.05601493275367e-118
3,BNC2,89,23.080145,6.1110296,7.329214202797959e-118,6.050110383681996e-116
3,CSGALNACT1,90,23.079084,2.9804676,7.511200602480541e-118,6.167530272481244e-116
3,FKBP5,91,23.076735,3.0635493,7.930381459938109e-118,6.47745209877787e-116
3,FGD2,92,23.075144,8.153364,8.227529779767423e-118,6.684975636241395e-116
3,TGFBR2,93,23.07234,5.529579,8.778370359811343e-118,7.095392167391262e-116
3,ATM,94,23.015858,2.4482145,3.2341521490213094e-117,2.6005599585835074e-115
3,CTSB,95,22.970928,4.0354934,9.10473220749532e-117,7.245966109134352e-115
3,TGFBR1,96,22.930695,4.904694,2.2963282953824756e-116,1.8181999395939102e-114
3,ELMO1,97,22.908989,2.5469022,3.780202379353242e-116,2.947987976139847e-114
3,RAPGEF1,98,22.43827,2.974011,1.6659736208473174e-111,1.2138143014990385e-109
3,MTHFD1L,99,22.348848,3.262861,1.2390035385838331e-110,8.901896257075235e-109
3,ZFP36L2,100,22.312443,4.1834836,2.797972595472393e-110,2.0010016916652566e-108
4,TNR,1,33.346996,5.942976,8.052673075801537e-244,1.2496943346336407e-239
4,DSCAM,2,33.256298,5.4007654,1.6553718796815823e-242,1.2844858100389238e-238
4,LHFPL3,3,33.01267,6.7851834,5.344654243849784e-239,2.7647896403434933e-235
4,PCDH15,4,32.924206,6.071195,9.900891277587055e-238,3.841298293421838e-234
4,PTPRZ1,5,32.799076,5.739268,6.069282675332131e-236,1.8837839567695865e-232
4,VCAN,6,32.594906,6.94252,4.842807274619505e-233,1.1251592764010123e-229
4,LRRC4C,7,32.593468,4.1524997,5.075143330631539e-233,1.1251592764010123e-229
4,MEGF11,8,32.224712,6.507784,7.955826152060074e-228,1.5433308256727537e-224
4,SMOC1,9,31.808956,6.387499,4.867325237332008e-222,8.392891150906158e-219
4,SLC35F1,10,31.662048,4.535716,5.1767718425516856e-220,8.03383222245596e-217
4,MMP16,11,31.163555,4.67968,3.323407339599077e-213,4.688723500294371e-210
4,DPP6,12,31.018042,3.7148943,3.07905593151136e-211,3.981989083427067e-208
4,XYLT1,13,30.908352,4.3958917,9.224974838994403e-210,1.1012491117411856e-206
4,LUZP2,14,30.843061,4.8533998,6.940073492576482e-209,7.69307146652103e-206
4,SOX6,15,30.815962,5.20764,1.6017440094975165e-208,1.6571643522261307e-205
4,KCND2,16,30.576918,4.4209447,2.4816406032041892e-205,2.4070362825703635e-202
4,NOVA1,17,30.496208,3.330569,2.9257784001336492e-204,2.6708914700984765e-201
4,CA10,18,30.455547,4.7760444,1.0115523689693649e-203,8.721267341130873e-201
4,PDZD2,19,30.340176,4.0524673,3.3863006409121146e-202,2.765894718227111e-199
4,DGKG,20,30.14382,3.9943612,1.2925894369235317e-199,1.0029847735808143e-196
4,SEMA5A,21,30.10696,4.5136323,3.928500480488023e-199,2.903161855080649e-196
4,OPCML,22,30.067947,4.466234,1.2722426703973792e-198,8.974515455407695e-196
4,EPN2,23,29.57594,3.3938212,3.047686749126295e-192,2.056393506943086e-189
4,NXPH1,24,29.2113,5.607799,1.3936180062349588e-187,9.011482432816803e-185
4,BRINP3,25,29.157415,4.347641,6.728198108839867e-187,4.176596258043436e-184
4,COL11A1,26,28.65474,4.885228,1.3992499143147918e-180,8.351907469327406e-178
4,NRCAM,27,28.359995,3.24373,6.30213979677814e-177,3.6223299076370353e-174
4,TMEM132C,28,28.094252,4.0754294,1.151551091071976e-173,6.382471922266427e-171
4,GRIK1,29,27.991892,4.700022,2.039402218007318e-172,1.0913614834915712e-169
4,SEZ6L,30,27.912577,3.902432,1.8775030755783705e-171,9.712323409966912e-169
4,CHL1,31,27.810934,3.237871,3.1992568620764547e-170,1.6015892658891774e-167
4,NLGN1,32,27.525356,2.6992004,8.730796114125592e-167,4.234163277972346e-164
4,KAT2B,33,27.283503,3.136987,6.657644115126856e-164,3.1309084552319296e-161
4,MDGA2,34,27.197704,3.2571616,6.9141139562865e-163,3.155886308459123e-160
4,NLGN4X,35,27.03527,3.330273,5.691499825903339e-161,2.5236110228055405e-158
4,PDZRN4,36,26.906698,4.3032956,1.8336416322207953e-159,7.904523469565145e-157
4,BCAN,37,26.856743,4.3472524,7.035942326950216e-159,2.9511024046470377e-156
4,OPHN1,38,26.845737,3.3996334,9.458698261534893e-159,3.8628825873884214e-156
4,MYT1,39,26.770098,6.088564,7.206002841746741e-158,2.867434823104299e-155
4,SNTG1,40,26.512888,3.85044,6.884275244475236e-155,2.6709266879752798e-152
4,DCC,41,26.496624,3.7536333,1.060086509279794e-154,4.0125567164666155e-152
4,GRM7,42,26.333345,3.5843825,7.963793148683534e-153,2.9426215684385655e-150
4,ABHD2,43,26.20342,2.9465113,2.4292643540233948e-151,8.767384537230014e-149
4,LRRN1,44,26.126238,3.8492956,1.835647550834308e-150,6.474412350317643e-148
4,GALNT13,45,26.067476,3.1122172,8.526452996024998e-150,2.9404894232291544e-147
4,CSMD3,46,26.018978,3.1584308,3.0206612550140156e-149,1.019079174273098e-146
4,ZNF462,47,25.932545,3.2496972,2.8616207822754377e-148,9.44882828087926e-146
4,PID1,48,25.867657,3.2670102,1.540215509933804e-147,4.97970927055473e-145
4,SLC24A3,49,25.811216,3.7448277,6.635716691302595e-147,2.1016262720882646e-144
4,STK32A,50,25.754608,5.7165356,2.862237950202654e-146,8.883814149838998e-144
4,ADAMTS17,51,25.734098,4.094051,4.856974664684534e-146,1.4779488200242996e-143
4,SULF2,52,25.624197,4.9024153,8.201012482293784e-145,2.4475290906291776e-142
4,SCN1A,53,25.5746,3.3769298,2.924805305532081e-144,8.564161044632521e-142
4,COL9A1,54,25.298445,6.6326528,3.322654983406516e-141,9.548941238423282e-139
4,ZEB1,55,25.288221,2.8760443,4.3048801582199614e-141,1.2146806395530105e-138
4,GRID2,56,25.134575,3.0695136,2.0839773227580734e-139,5.775222155693311e-137
4,CCDC50,57,24.986485,3.7854335,8.574649365447411e-138,2.3345611140768136e-135
4,ZFPM2,58,24.982027,3.2633662,9.586342498178306e-138,2.5650077453315366e-135
4,CHST11,59,24.895235,3.4851146,8.37889003445518e-137,2.2039321092323717e-134
4,KIF13A,60,24.76455,2.5859716,2.1612741989707367e-135,5.590135715637811e-133
4,GPC6,61,24.654354,3.6373756,3.305060312886136e-134,8.272779192851605e-132
4,KCNIP1,62,24.647636,3.524381,3.901287635124515e-134,9.610171874523389e-132
4,ADGRL3,63,24.58524,2.2457998,1.817057926064607e-133,4.406081555405725e-131
4,NTNG1,64,24.491962,3.463342,1.7991574100292827e-132,4.295557514806837e-130
4,NAV1,65,24.476881,2.4130847,2.6043807787068423e-132,6.123846258295679e-130
4,MPPED2,66,24.439516,3.5304818,6.505313945716226e-132,1.5068054794562702e-129
4,LRRTM4,67,24.425764,3.5519426,9.10796074184413e-132,2.0786241581276333e-129
4,NRXN1,68,24.33008,3.2685907,9.422359603542763e-131,2.1192115751794223e-128
4,PLPP4,69,24.168386,4.438692,4.7850801917269826e-129,1.0608522785058721e-126
4,FGF14,70,24.09395,3.5614774,2.8927852648842657e-128,6.322976693766046e-126
4,SORCS3,71,24.009565,3.2089763,2.2094261576126693e-127,4.762233963887641e-125
4,KIF26B,72,23.987492,3.4088418,3.756063843207213e-127,7.984980107223663e-125
4,CSMD2,73,23.824108,2.5739057,1.8791499347298224e-125,3.8883370449429486e-123
4,ATRNL1,74,23.78556,3.3040636,4.7118441071475656e-125,9.621461670897774e-123
4,ZDHHC14,75,23.57615,2.5145533,6.771442587671652e-123,1.347256634847133e-120
4,ADARB2,76,23.481077,2.993949,6.366731692412437e-122,1.2507001156271974e-119
4,SOX5,77,23.388245,2.9916816,5.629252791615495e-121,1.0920046759135107e-118
4,SGCZ,78,23.369297,3.657356,8.77354515583399e-121,1.680946262634416e-118
4,OLIG1,79,23.272852,3.4198003,8.35194956694535e-120,1.5806573820661572e-117
4,SCD5,80,23.201246,2.3340628,4.423284979265836e-119,8.270477059424881e-117
4,POU6F2,81,23.18329,3.8008149,6.713044867466846e-119,1.2402350392644997e-116
4,SHC3,82,23.094408,3.0067284,5.269656060682564e-118,9.621152047733261e-116
4,NCALD,83,23.025928,3.1448848,2.563788410513846e-117,4.626445621251671e-115
4,TMEM132D,84,23.006369,3.1081092,4.024970069983483e-117,7.179713852422262e-115
4,TNK2,85,23.00263,2.935316,4.387178373821074e-117,7.73688877083287e-115
4,HIF3A,86,23.000053,3.481588,4.6556025651001495e-117,8.1180108098639575e-115
4,FERMT1,87,22.86115,6.6439967,1.1320680978183808e-115,1.9306115175871922e-113
4,HIP1R,88,22.649376,2.8104002,1.4150224815158545e-113,2.38692759680919e-111
4,PTPRG,89,22.515923,2.6180806,2.898399761096e-112,4.8365877303708413e-110
4,RAB31,90,22.437643,3.1071165,1.6896690329639112e-111,2.789571672613504e-109
4,LRP1B,91,22.427187,2.2567515,2.137299587571793e-111,3.4914476104764906e-109
4,PRRX1,92,22.40503,4.3640246,3.51561640536538e-111,5.683213645298472e-109
4,TOX,93,22.39113,3.285665,4.802498880348403e-111,7.683503105580089e-109
4,ARHGAP42,94,22.355476,3.610776,1.0680743091594974e-110,1.691371959576147e-108
4,UST,95,22.256813,3.264439,9.689743838573397e-110,1.5189407538466722e-107
4,CACNG4,96,22.089859,4.2874274,3.956268206941257e-108,6.078943198368453e-106
4,PDGFRA,97,22.055155,7.1198645,8.523956811947545e-108,1.2968949584766075e-105
4,C1orf61,98,22.012466,3.001204,2.1876351064566025e-107,3.2961076909805837e-105
4,ITGA8,99,21.972334,4.784555,5.297620820684173e-107,7.905170915019008e-105
4,KLF12,100,21.96515,2.929891,6.205002919986359e-107,9.170994315739838e-105
5,RALYL,1,26.747156,4.5773125,1.3324989203689659e-157,1.2678531090661414e-153
5,RYR2,2,26.739542,4.0800514,1.6339366055366212e-157,1.2678531090661414e-153
5,SH3GL2,3,25.539337,3.7896647,7.212768094552804e-144,3.7311649353121657e-140
5,MCTP1,4,25.417852,3.793108,1.6010783596211093e-142,6.211783765739999e-139
5,FRMPD4,5,24.920113,3.8248081,4.504415644918084e-137,1.398080527869675e-133
5,ZNF385B,6,24.742563,4.0837703,3.727791059381761e-135,9.641931575090926e-132
5,NELL2,7,24.625626,3.7072294,6.71591327079367e-134,1.4889179721349567e-130
5,CLSTN2,8,24.584408,4.471787,1.8546522066567622e-133,3.597793449388287e-130
5,PCLO,9,24.554972,3.3681173,3.8272570782462084e-133,6.599466955255878e-130
5,STXBP5L,10,24.5287,3.7908316,7.300751586265623e-133,1.1330036386725621e-129
5,KHDRBS2,11,24.490292,3.6585379,1.8744699334816452e-132,2.644536263427423e-129
5,KALRN,12,24.410595,3.2756474,1.3199588732036525e-131,1.593243327590095e-128
5,SYT1,13,24.410143,4.3067517,1.334632596086812e-131,1.593243327590095e-128
5,PHACTR1,14,24.231403,3.4535072,1.0386256617013271e-129,1.1513165459959211e-126
5,SV2B,15,24.205606,3.8263843,1.9419657508834563e-129,2.009157765864024e-126
5,SLIT3,16,24.019657,3.9158,1.7331926226577407e-127,1.6810885194390925e-124
5,NEGR1,17,24.011185,3.217034,2.1249949305820806e-127,1.9398703722178417e-124
5,SLC35F3,18,24.00219,3.7033696,2.638181618321635e-127,2.180886478259474e-124
5,ARPP21,19,24.00169,3.1912892,2.6700717241400868e-127,2.180886478259474e-124
5,NRGN,20,23.892841,3.7711391,3.63516973187155e-126,2.8207099534457293e-123
5,AFF3,21,23.79651,3.2036026,3.629395323305496e-125,2.682123143922761e-122
5,GPR158,22,23.365166,3.163988,9.66432884386238e-121,6.817305423995468e-118
5,DCLK1,23,22.973085,3.4224377,8.663515580382378e-117,5.8456129692153966e-114
5,ANKS1B,24,22.9649,2.1540546,1.0459432030374658e-116,6.763330236641013e-114
5,NRG1,25,22.927252,3.9632816,2.4853246075372574e-116,1.542790103374828e-113
5,HECW1,26,22.924158,3.1121519,2.668352067060004e-116,1.5926982972578537e-113
5,AGBL4,27,22.904003,3.2907608,4.238443527202449e-116,2.4361631518020302e-113
5,LDB2,28,22.851625,3.533237,1.4080003960579045e-115,7.803842195150936e-113
5,CABP1,29,22.801867,3.082599,4.393793686950074e-115,2.3512856630268344e-112
5,CACNA1E,30,22.77431,3.2156954,8.243037233147481e-115,4.264123160707192e-112
5,PTPRR,31,22.766932,3.3130555,9.753951499698771e-115,4.882953978187911e-112
5,RBFOX1,32,22.726524,4.3077254,2.449767878962692e-114,1.1880608660506882e-111
5,CHN1,33,22.716982,2.8484669,3.0441956526228133e-114,1.4316021919107102e-111
5,SNAP25,34,22.580078,2.995866,6.802962644095817e-113,3.0164336363920854e-110
5,CADPS,35,22.567131,3.2418108,9.117159627560762e-113,3.930255562780985e-110
5,CELF4,36,22.559565,3.123545,1.081830637929521e-112,4.5375485594670905e-110
5,CELF2,37,22.549189,2.8691885,1.3676941300842214e-112,5.585590843362377e-110
5,SYT7,38,22.523273,3.0744324,2.4554204661680755e-112,9.770684670374965e-110
5,PDE4D,39,22.517515,2.61774,2.796154752000982e-112,1.084838139907581e-109
5,EFNA5,40,22.472633,3.2527966,7.689376052230592e-112,2.9105226086479647e-109
5,RBFOX3,41,22.441174,3.1151655,1.5607050332195897e-111,5.766805097746384e-109
5,RIMS2,42,22.352316,3.2685246,1.1464144536500209e-110,4.137489745626668e-108
5,GABRB3,43,22.334278,3.1598763,1.716823050684239e-110,6.055312937174705e-108
5,ASIC2,44,22.288301,3.4154675,4.798531796693246e-110,1.654853665619611e-107
5,SORBS2,45,22.250963,3.1748068,1.1039439102773793e-109,3.724370770346663e-107
5,CDH18,46,22.219315,3.4092565,2.234574835672952e-109,7.378375930810328e-107
5,FRAS1,47,22.125101,3.3393333,1.8123027394441193e-108,5.859401294465269e-106
5,GRIA3,48,22.113512,2.8895466,2.343075641071559e-108,7.420855280365209e-106
5,SLC4A10,49,22.027653,2.97923,1.564755076172296e-107,4.856686805423573e-105
5,PTPRD,50,21.999573,2.4389505,2.9070929172537904e-107,8.846112741737563e-105
5,KSR2,51,21.905407,2.992835,2.307110095167207e-106,6.885392609019208e-104
5,C8orf34,52,21.874208,3.4887853,4.573743643994709e-106,1.3392439171915827e-103
5,OPCML,53,21.8571,3.7521982,6.654108763578887e-106,1.9123169241107546e-103
5,FAM155A,54,21.84777,3.2716062,8.162160637968692e-106,2.3030649261933844e-103
5,BCL11A,55,21.799986,3.1622055,2.3208819425565303e-105,6.431744083309785e-103
5,DLGAP2,56,21.742325,3.7276783,8.16547972531849e-105,2.2231592957406607e-102
5,KIAA1211L,57,21.721909,3.07179,1.2737810100096508e-104,3.408242671437891e-102
5,RIMS1,58,21.682285,2.791973,3.015273144263061e-104,7.931190495901431e-102
5,PTPRN2,59,21.673529,2.9831164,3.647102485870097e-104,9.433230579703007e-102
5,OLFM3,60,21.556923,3.0827253,4.559330497519652e-103,1.1599385244427456e-100
5,FOCAD,61,21.544714,2.5624032,5.934779653444371e-103,1.485513636158116e-100
5,RAP1GAP,62,21.513992,2.6556778,1.1515289426048187e-102,2.836599628616537e-100
5,MKL2,63,21.505283,2.6370797,1.3893510478142617e-102,3.368959204848364e-100
5,ROBO2,64,21.445244,4.0697846,5.058120195205762e-102,1.2076456509138189e-99
5,CACNA1B,65,21.402409,3.1589603,1.2688156143668002e-101,2.9834468968724806e-99
5,HCN1,66,21.384798,3.0553267,1.8508426837707315e-101,4.287048896931042e-99
5,CACNA2D3,67,21.356836,2.9437952,3.368625644281278e-101,7.687897260823699e-99
5,VSNL1,68,21.317667,2.8872592,7.784323545783703e-101,1.7507959001016997e-98
5,SLIT1,69,21.305483,2.8879318,1.0098060440223039e-100,2.2387399995974477e-98
5,CAMK2A,70,21.293823,2.7837665,1.2952052771975334e-100,2.8310268587082427e-98
5,KCNH7,71,21.268526,3.2360435,2.221509866608785e-100,4.788279391653018e-98
5,NGEF,72,21.248299,3.2428994,3.418285008066976e-100,7.266899320574164e-98
5,DGKI,73,21.234234,2.6299813,4.611423806842396e-100,9.670903521403669e-98
5,ANKRD33B,74,21.200039,3.0819044,9.541879133002612e-100,1.9744056302009003e-97
5,STMN2,75,21.155561,2.8391483,2.452517292103758e-99,4.957923798580505e-97
5,CNKSR2,76,21.155418,2.8764653,2.4599531702474314e-99,4.957923798580505e-97
5,PRKAG2,77,21.115416,2.5500383,5.740255291091301e-99,1.1420900238775114e-96
5,HS3ST4,78,21.11037,3.6643398,6.386942222591145e-99,1.254670333574582e-96
5,GRIA1,79,21.095308,3.0892005,8.783278122268115e-99,1.703846164743486e-96
5,CCSER1,80,21.093355,3.1380315,9.153207882590743e-99,1.7536868287645153e-96
5,ATP2B1,81,21.011684,2.396734,5.128291013583986e-98,9.705603443879254e-96
5,SVOP,82,20.955952,2.775245,1.6558534072799816e-97,3.096046870792535e-95
5,ADAM23,83,20.951359,2.6015766,1.8235248515524176e-97,3.368962163243091e-95
5,GABRG3,84,20.9194,3.0299897,3.565749460239129e-97,6.510219514523652e-95
5,GRM5,85,20.896769,3.1978953,5.729467997978688e-97,1.0339024867515262e-94
5,KIAA1549L,86,20.895578,2.7095234,5.874040564249011e-97,1.0478073047882804e-94
5,DNAH6,87,20.882824,2.86403,7.672150968693811e-97,1.3530012600359007e-94
5,CHSY3,88,20.85053,2.8156266,1.507408437284484e-96,2.6284799481143716e-94
5,NBEA,89,20.795488,2.087517,4.754900367467685e-96,8.199033200303445e-94
5,ARHGAP44,90,20.792442,2.5941868,5.066551792637719e-96,8.64041948021371e-94
5,SCN8A,91,20.768478,2.519206,8.346011886410524e-96,1.407845200708749e-93
5,CSMD1,92,20.730665,3.743862,1.832401148216478e-95,3.0577455289431746e-93
5,ANO3,93,20.728262,3.0706172,1.9262323577283926e-95,3.180127655275205e-93
5,LRRC7,94,20.71365,2.4744663,2.60916411283352e-95,4.262275564954042e-93
5,PRKCB,95,20.685688,2.5695264,4.660716619893016e-95,7.534339710845804e-93
5,GRM8,96,20.653301,3.2753437,9.117250773054076e-95,1.4586661314126412e-92
5,ADD2,97,20.609324,2.5897522,2.2637152525813236e-94,3.5847547964091385e-92
5,GDA,98,20.604017,2.9253542,2.5259520352621184e-94,3.959621175276042e-92
5,MDGA2,99,20.59614,2.8565094,2.972079479011749e-94,4.612370143478333e-92
5,ITPR1,100,20.592,2.5743546,3.2372869495295156e-94,4.974203581163223e-92
6,ADARB2,1,24.340864,5.1675577,7.244050458044124e-131,1.1242041905838677e-126
6,RGS12,2,23.01963,4.06777,2.9645819992829172e-117,2.3003674023435796e-113
6,ERBB4,3,22.450468,3.8781755,1.2662893085612517e-111,6.5505145931873555e-108
6,SYNPR,4,21.375624,5.119392,2.2529034768877803e-101,8.740702264455367e-98
6,GRIK2,5,21.356945,3.778849,3.3608173203835557e-101,1.043130479900648e-97
6,NRXN3,6,21.041502,3.2648602,2.735722755298973e-98,7.075946906580793e-95
6,CNTNAP2,7,20.815321,3.8356874,3.144359193329501e-96,6.971044331611503e-93
6,GALNTL6,8,20.643278,4.5837426,1.1218849011329157e-94,2.176316472585215e-91
6,ASIC2,9,20.580223,3.8774033,4.1277096678899773e-94,7.11754737066495e-91
6,KCNC2,10,20.493877,3.9363506,2.4415263580039384e-93,3.7890047549863117e-90
6,GRIP1,11,20.436653,4.1789384,7.897328743909595e-93,1.1141694979703e-89
6,KCNJ3,12,20.361202,3.48679,3.694076962924939e-92,4.777365032302678e-89
6,MYT1L,13,19.900263,3.3552973,4.0479610715938475e-88,4.8323313746203785e-85
6,BTBD11,14,19.895933,4.8989234,4.4131545181314634e-88,4.8919817833487273e-85
6,NHS,15,19.795776,3.8929355,3.2372817866359334e-87,3.349291736453537e-84
6,KAZN,16,19.542963,2.98939,4.7352063498791015e-85,4.5928542089858614e-82
6,CCSER1,17,19.528416,3.3885386,6.296201006314626e-85,5.747690789235099e-82
6,KCNT2,18,19.489021,3.4373374,1.3605877483709474e-84,1.1437335998166865e-81
6,KIAA1211,19,19.487549,3.4438217,1.4002795538705484e-84,1.1437335998166865e-81
6,ROBO2,20,19.412834,4.309168,6.01170670228566e-84,4.664783815638558e-81
6,CCDC85A,21,19.369873,3.8104484,1.3859677207930285e-83,1.024230145666048e-80
6,CNR1,22,19.243227,5.2033544,1.6087494400105922e-82,1.134826479978381e-79
6,GABRB2,23,19.213453,3.28324,2.856155461343887e-82,1.9271598523737295e-79
6,GAD1,24,18.988377,4.008101,2.1280868234973627e-80,1.3760741422439823e-77
6,SNTG1,25,18.969584,3.6894817,3.0430455592428683e-80,1.889000961355603e-77
6,FSTL5,26,18.85239,4.2932367,2.808642864728651e-79,1.6764357160663052e-76
6,INPP4B,27,18.62018,3.2467847,2.2047334362061796e-77,1.267231785054952e-74
6,PLCB1,28,18.3833,2.998794,1.7875583141370062e-75,9.907541956104358e-73
6,PAK3,29,18.29602,2.8957043,8.90198328560767e-75,4.763788917563635e-72
6,CHRM3,30,18.265936,3.601841,1.545410732917941e-74,7.994409721384509e-72
6,PLD5,31,17.98038,3.1811402,2.775921428323263e-72,1.3896620853596362e-69
6,NMNAT2,32,17.87691,2.676584,1.784582183470576e-71,8.654665907899959e-69
6,ZNF385D,33,17.75949,3.9115582,1.455542091144995e-70,6.8450174886300535e-68
6,GABRA1,34,17.750715,3.1897767,1.701721880651886e-70,7.767359372304888e-68
6,SNRPN,35,17.687096,2.8925653,5.27246478124146e-70,2.3378108840024635e-67
6,PCSK2,36,17.544174,3.0231042,6.590337000350712e-69,2.8409844419011856e-66
6,KCNQ5,37,17.524845,3.8062348,9.259359603899692e-69,3.883675721430252e-66
6,ENTPD3,38,17.368029,3.9327507,1.4409107412604436e-67,5.884603629900217e-65
6,LINGO2,39,17.172638,3.4548166,4.256234965570344e-66,1.6936541136073376e-63
6,TCF4,40,17.164234,1.530371,4.919362429354421e-66,1.9085896385287814e-63
6,SCG2,41,17.160385,4.023768,5.256463148440972e-66,1.9896354048940353e-63
6,CACNA1B,42,17.098093,2.967197,1.5333813623619352e-65,5.66584413392735e-63
6,CELF4,43,16.932222,2.79671,2.603655121253133e-64,9.396772982959853e-62
6,RIMS2,44,16.930382,2.9404318,2.6863151911474462e-64,9.474755784413004e-62
6,MTUS2,45,16.917166,3.1117334,3.3622837336282964e-64,1.1595395836039453e-61
6,GABBR2,46,16.899902,2.7705321,4.506573068676176e-64,1.5203805967996864e-61
6,CNTN4,47,16.85114,3.1327457,1.0291332570409581e-63,3.398110428940134e-61
6,CCK,48,16.82547,4.1938004,1.5879657484694608e-63,5.134091760520326e-61
6,GRIN2B,49,16.694267,2.9093122,1.4428160572497093e-62,4.5696045698894363e-60
6,MACROD2,50,16.678247,2.5345464,1.8867142607400625e-62,5.855983722485006e-60
6,FGF14,51,16.656881,3.2916746,2.6972970237367026e-62,8.207716178699978e-60
6,DCX,52,16.626684,3.5223393,4.466419106947134e-62,1.3329684253983186e-59
6,RAB3C,53,16.56012,2.8961012,1.3532487701620715e-61,3.9624655970085263e-59
6,GNAS,54,16.549562,2.1035118,1.6126823926574016e-61,4.634670009564855e-59
6,LYPD6B,55,16.496498,5.2175,3.887912835755164e-61,1.0970276236015344e-58
6,SCN2A,56,16.488998,2.487365,4.401809802110259e-61,1.2198515414098054e-58
6,SYT14,57,16.460556,2.3634562,7.044971563369517e-61,1.918086205121606e-58
6,GAD2,58,16.39569,3.8352137,2.0529435992569337e-60,5.493039951184199e-58
6,FRMPD4,59,16.350183,2.8890147,4.3367890099189046e-60,1.1407225194056183e-57
6,VSTM2A,60,16.2526,3.2466764,2.140870358386574e-59,5.537361181966874e-57
6,LAMA3,61,16.164442,4.4062605,8.984643004783816e-59,2.2857815539547544e-56
6,SLC44A5,62,16.11254,2.6653457,2.0829334372949344e-58,5.213716776351626e-56
6,ARL4C,63,16.098927,4.1692786,2.5957099003569198e-58,6.394098721212546e-56
6,PDZRN3,64,16.086332,2.8818815,3.181353018892107e-58,7.714283984404159e-56
6,RIPOR2,65,15.954336,2.59836,2.6578504143537326e-57,6.345720089285474e-55
6,SCN3A,66,15.950628,2.390967,2.820434859522667e-57,6.63186796741398e-55
